name de_dust2
sky 0.50 0.63 0.77
fog 0.56 0.64 0.73 0.013
light -0.42 -0.86 -0.28
# Generated by the arena map importer from a source map.

# ---- solids ----
box 14.540 6.527 -31.129 0.240 0.169 1.198 0.434 0.603 0.297
box 15.498 6.527 -31.129 0.240 0.169 0.719 0.434 0.603 0.297
box 14.780 6.697 -31.129 0.240 0.339 0.958 0.434 0.603 0.297
box 15.259 6.697 -31.129 0.240 0.169 0.719 0.434 0.603 0.297
box 15.019 6.866 -31.129 0.240 0.169 0.958 0.434 0.603 0.297
box 14.301 6.527 -30.889 0.240 0.169 0.719 0.434 0.603 0.297
box 14.540 6.697 -30.889 0.240 0.339 0.479 0.434 0.603 0.297
box 15.498 6.697 -30.889 0.240 0.169 0.240 0.434 0.603 0.297
box 15.259 6.866 -30.889 0.240 0.169 0.479 0.434 0.603 0.297
box 14.301 6.697 -30.650 0.240 0.169 0.240 0.434 0.603 0.297
box 14.540 6.697 -30.410 0.240 0.169 0.240 0.434 0.603 0.297
box 14.780 6.527 -30.171 0.479 0.169 0.240 0.434 0.603 0.297
box 14.780 6.697 -30.171 0.240 0.169 0.240 0.434 0.603 0.297
box 13.052 6.527 -29.682 0.719 0.170 1.198 0.434 0.603 0.297
box 13.292 6.697 -29.682 0.240 0.170 1.198 0.434 0.603 0.297
box 12.813 6.527 -29.443 0.240 0.170 1.198 0.434 0.603 0.297
box 13.771 6.527 -29.443 0.240 0.170 0.719 0.434 0.603 0.297
box 13.052 6.697 -29.443 0.240 0.339 0.959 0.434 0.603 0.297
box 13.532 6.697 -29.443 0.240 0.170 0.719 0.434 0.603 0.297
box 13.292 6.866 -29.443 0.240 0.170 0.959 0.434 0.603 0.297
box 12.573 6.527 -29.203 0.240 0.170 0.719 0.434 0.603 0.297
box 12.813 6.697 -29.203 0.240 0.339 0.479 0.434 0.603 0.297
box 13.771 6.697 -29.203 0.240 0.170 0.240 0.434 0.603 0.297
box 13.532 6.866 -29.203 0.240 0.170 0.479 0.434 0.603 0.297
box 12.573 6.697 -28.964 0.240 0.170 0.240 0.434 0.603 0.297
box 12.813 6.697 -28.724 0.240 0.170 0.240 0.434 0.603 0.297
box 13.052 6.527 -28.484 0.479 0.170 0.240 0.434 0.603 0.297
box 13.052 6.697 -28.484 0.240 0.170 0.240 0.434 0.603 0.297
box -0.813 -0.813 -0.813 1.626 1.626 1.626 0.434 0.603 0.297

# ---- convex brushes (angled solids, kept as plane sets) ----
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 3.251200
plane 1.000000 0.000000 -0.000000 -0.000000
plane 0.000000 0.000000 1.000000 29.260799
plane 0.000000 0.000000 -1.000000 -22.758400
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 3.251200
plane -0.707107 0.000000 -0.707107 -14.943146
brush 0.261 0.380 0.466
plane -1.000000 0.000000 -0.000000 -13.817600
plane 1.000000 0.000000 -0.000000 26.009600
plane 0.000000 0.000000 1.000000 -58.521599
plane 0.000000 0.000000 -1.000000 71.526398
plane 0.000000 -1.000000 -0.000000 6.502400
plane 0.000000 1.000000 -0.000000 1.625600
plane 0.000000 -0.992278 -0.124035 13.710898
plane -0.240772 0.963087 0.120386 -13.307549
plane -0.242536 0.970142 -0.000000 -4.731210
plane 0.000000 0.992278 0.124035 -7.258718
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 0.000000
plane 1.000000 0.000000 -0.000000 0.406400
plane 0.000000 0.000000 1.000000 -6.908800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 4.064000
plane 0.707107 -0.000000 -0.707107 5.172628
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 38.201599
plane 1.000000 0.000000 -0.000000 -32.512001
plane 0.000000 0.000000 1.000000 -70.713600
plane 0.000000 0.000000 -1.000000 75.183998
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 5.689600
plane -0.514496 0.000000 0.857493 -43.072762
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 38.201599
plane 1.000000 0.000000 -0.000000 -32.512001
plane 0.000000 0.000000 1.000000 -70.713600
plane 0.000000 0.000000 -1.000000 75.183998
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 3.251200
plane -0.514496 0.000000 0.857493 -43.072762
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 47.955200
plane 1.000000 0.000000 -0.000000 -45.923199
plane 0.000000 0.000000 1.000000 -73.152000
plane 0.000000 0.000000 -1.000000 75.183998
plane 0.000000 -1.000000 -0.000000 -2.438400
plane 0.000000 1.000000 -0.000000 5.689600
plane -0.707107 0.000000 0.707107 -19.253670
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 47.955200
plane 1.000000 0.000000 -0.000000 -45.923199
plane 0.000000 0.000000 1.000000 -73.152000
plane 0.000000 0.000000 -1.000000 75.183998
plane 0.000000 -1.000000 -0.000000 -0.812800
plane 0.000000 1.000000 -0.000000 2.438400
plane -0.707107 0.000000 0.707107 -19.253670
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 26.416000
plane 1.000000 0.000000 -0.000000 -26.009600
plane 0.000000 0.000000 1.000000 -26.009600
plane 0.000000 0.000000 -1.000000 29.667200
plane 0.000000 -1.000000 -0.000000 -4.064000
plane 0.000000 1.000000 -0.000000 7.315200
plane -0.948683 0.000000 -0.316228 34.056465
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 27.228800
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.416000
plane 0.000000 0.000000 -1.000000 28.448000
plane 0.000000 -1.000000 -0.000000 -4.064000
plane 0.000000 1.000000 -0.000000 7.315200
plane -0.832050 0.000000 -0.554700 37.759552
plane -0.707107 -0.000000 0.707107 0.000000
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 28.448000
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.416000
plane 0.000000 0.000000 -1.000000 27.228800
plane 0.000000 -1.000000 -0.000000 -4.064000
plane 0.000000 1.000000 -0.000000 7.315200
plane -0.554700 0.000000 -0.832050 37.759552
plane 0.707107 0.000000 -0.707107 -0.000000
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 29.667200
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.009600
plane 0.000000 0.000000 -1.000000 26.416000
plane 0.000000 -1.000000 -0.000000 -4.064000
plane 0.000000 1.000000 -0.000000 7.315200
plane -0.316228 0.000000 -0.948683 34.056465
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 26.416000
plane 1.000000 0.000000 -0.000000 -26.009600
plane 0.000000 0.000000 1.000000 -26.009600
plane 0.000000 0.000000 -1.000000 29.667200
plane 0.000000 -1.000000 -0.000000 -0.812800
plane 0.000000 1.000000 -0.000000 4.064000
plane -0.948683 0.000000 -0.316228 34.056465
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 27.228800
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.416000
plane 0.000000 0.000000 -1.000000 28.448000
plane 0.000000 -1.000000 -0.000000 -0.812800
plane 0.000000 1.000000 -0.000000 4.064000
plane -0.832050 0.000000 -0.554700 37.759552
plane -0.707107 -0.000000 0.707107 0.000000
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 28.448000
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.416000
plane 0.000000 0.000000 -1.000000 27.228800
plane 0.000000 -1.000000 -0.000000 -0.812800
plane 0.000000 1.000000 -0.000000 4.064000
plane -0.554700 0.000000 -0.832050 37.759552
plane 0.707107 0.000000 -0.707107 -0.000000
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 29.667200
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.009600
plane 0.000000 0.000000 -1.000000 26.416000
plane 0.000000 -1.000000 -0.000000 -0.812800
plane 0.000000 1.000000 -0.000000 4.064000
plane -0.316228 0.000000 -0.948683 34.056465
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 47.142399
plane 1.000000 0.000000 -0.000000 -45.516800
plane 0.000000 0.000000 1.000000 -24.383999
plane 0.000000 0.000000 -1.000000 26.009600
plane 0.000000 -1.000000 -0.000000 -0.812800
plane 0.000000 1.000000 -0.000000 4.064000
plane 0.707107 0.000000 -0.707107 -14.512094
plane 0.242536 0.000000 -0.970143 13.799307
plane 0.970143 0.000000 -0.242536 -38.243797
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 47.142399
plane 1.000000 0.000000 -0.000000 -45.516800
plane 0.000000 0.000000 1.000000 -24.383999
plane 0.000000 0.000000 -1.000000 26.009600
plane 0.000000 -1.000000 -0.000000 -4.064000
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 -0.707107 -14.512094
plane 0.242536 0.000000 -0.970143 13.799307
plane 0.970143 0.000000 -0.242536 -38.243797
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 42.265598
plane 1.000000 0.000000 -0.000000 -40.639999
plane 0.000000 0.000000 1.000000 -32.512001
plane 0.000000 0.000000 -1.000000 34.137600
plane 0.000000 -1.000000 -0.000000 -0.812800
plane 0.000000 1.000000 -0.000000 4.064000
plane -0.962651 0.000000 0.270746 31.444416
plane -0.270746 0.000000 0.962651 -20.294600
plane -0.707107 0.000000 0.707107 6.160456
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 42.265598
plane 1.000000 0.000000 -0.000000 -40.639999
plane 0.000000 0.000000 1.000000 -32.512001
plane 0.000000 0.000000 -1.000000 34.137600
plane 0.000000 -1.000000 -0.000000 -4.064000
plane 0.000000 1.000000 -0.000000 4.876800
plane -0.270746 0.000000 0.962651 -20.294600
plane -0.962651 0.000000 0.270746 31.444416
plane -0.707107 0.000000 0.707107 6.160456
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 28.448000
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.416000
plane 0.000000 0.000000 -1.000000 27.228800
plane 0.000000 -1.000000 -0.000000 -0.406400
plane 0.000000 1.000000 -0.000000 0.812800
plane 0.707107 0.000000 -0.707107 -0.000000
plane -0.554700 0.000000 -0.832050 37.759552
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 29.667200
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.009600
plane 0.000000 0.000000 -1.000000 26.416000
plane 0.000000 -1.000000 -0.000000 -0.406400
plane 0.000000 1.000000 -0.000000 0.812800
plane -0.316228 0.000000 -0.948683 34.056465
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 27.228800
plane 1.000000 0.000000 -0.000000 -26.416000
plane 0.000000 0.000000 1.000000 -26.416000
plane 0.000000 0.000000 -1.000000 28.448000
plane 0.000000 -1.000000 -0.000000 -0.406400
plane 0.000000 1.000000 -0.000000 0.812800
plane -0.707107 -0.000000 0.707107 0.000000
plane -0.832050 0.000000 -0.554700 37.759552
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 26.416000
plane 1.000000 0.000000 -0.000000 -26.009600
plane 0.000000 0.000000 1.000000 -26.009600
plane 0.000000 0.000000 -1.000000 29.667200
plane 0.000000 -1.000000 -0.000000 -0.406400
plane 0.000000 1.000000 -0.000000 0.812800
plane -0.948683 0.000000 -0.316228 34.056465
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 56.896000
plane 1.000000 0.000000 -0.000000 -26.009600
plane 0.000000 0.000000 1.000000 -27.635201
plane 0.000000 0.000000 -1.000000 28.854399
plane 0.000000 -1.000000 -0.000000 -7.030707
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985030 -0.172381 -2.161694
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 56.896000
plane 1.000000 0.000000 -0.000000 -26.009600
plane 0.000000 0.000000 1.000000 -29.667200
plane 0.000000 0.000000 -1.000000 30.886400
plane 0.000000 -1.000000 -0.000000 -7.030707
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985030 0.172380 -12.249702
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 28.854399
plane 1.000000 0.000000 -0.000000 -26.009600
plane 0.000000 0.000000 1.000000 -28.854399
plane 0.000000 0.000000 -1.000000 29.260799
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985020 -0.172440 -2.159894
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.356800
plane 1.000000 0.000000 -0.000000 -29.667200
plane 0.000000 0.000000 1.000000 -28.854399
plane 0.000000 0.000000 -1.000000 29.260799
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985020 -0.172440 -2.159894
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 28.854399
plane 1.000000 0.000000 -0.000000 -26.009600
plane 0.000000 0.000000 1.000000 -29.260799
plane 0.000000 0.000000 -1.000000 29.667200
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane -0.000000 -0.985041 0.172321 -12.248029
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.356800
plane 1.000000 0.000000 -0.000000 -29.667200
plane 0.000000 0.000000 1.000000 -29.260799
plane 0.000000 0.000000 -1.000000 29.667200
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985030 0.172380 -12.249702
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 41.859200
plane 1.000000 0.000000 -0.000000 -36.169601
plane 0.000000 0.000000 1.000000 -29.260799
plane 0.000000 0.000000 -1.000000 29.667200
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane -0.000000 -0.985041 0.172321 -12.248029
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 41.859200
plane 1.000000 0.000000 -0.000000 -36.169601
plane 0.000000 0.000000 1.000000 -28.854399
plane 0.000000 0.000000 -1.000000 29.260799
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985020 -0.172440 -2.159894
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 48.361599
plane 1.000000 0.000000 -0.000000 -42.672001
plane 0.000000 0.000000 1.000000 -28.854399
plane 0.000000 0.000000 -1.000000 29.260799
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985020 -0.172440 -2.159894
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 56.896000
plane 1.000000 0.000000 -0.000000 -49.174400
plane 0.000000 0.000000 1.000000 -28.854399
plane 0.000000 0.000000 -1.000000 29.260799
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985020 -0.172440 -2.159894
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 48.361599
plane 1.000000 0.000000 -0.000000 -42.672001
plane 0.000000 0.000000 1.000000 -29.260799
plane 0.000000 0.000000 -1.000000 29.667200
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane 0.000000 -0.985030 0.172380 -12.249702
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 56.896000
plane 1.000000 0.000000 -0.000000 -49.174400
plane 0.000000 0.000000 1.000000 -29.260799
plane 0.000000 0.000000 -1.000000 29.667200
plane 0.000000 -1.000000 -0.000000 -7.244030
plane 0.000000 1.000000 -0.000000 7.315200
plane -0.000000 -0.985041 0.172321 -12.248029
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 18.491199
plane 1.000000 0.000000 -0.000000 -13.817600
plane 0.000000 0.000000 1.000000 -35.763199
plane 0.000000 0.000000 -1.000000 36.169601
plane 0.000000 -1.000000 -0.000000 -1.977806
plane 0.000000 1.000000 -0.000000 2.032000
plane 0.000000 -0.991231 -0.132144 2.765402
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 47.142399
plane 1.000000 0.000000 -0.000000 -43.891201
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 45.516800
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 -0.707107 0.287368
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 47.142399
plane 1.000000 0.000000 -0.000000 -43.891201
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 45.516800
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 5.689600
plane 0.707107 0.000000 -0.707107 0.287368
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 47.142399
plane 1.000000 0.000000 -0.000000 -43.891201
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 45.516800
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane 0.707107 0.000000 -0.707107 0.287368
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 54.863998
plane 1.000000 0.000000 -0.000000 -48.767998
plane 0.000000 0.000000 1.000000 -15.443200
plane 0.000000 0.000000 -1.000000 19.913599
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 0.707107 -46.553650
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 54.863998
plane 1.000000 0.000000 -0.000000 -48.767998
plane 0.000000 0.000000 1.000000 -15.443200
plane 0.000000 0.000000 -1.000000 18.694399
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 3.251200
plane 0.707107 0.000000 0.707107 -46.553650
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 54.863998
plane 1.000000 0.000000 -0.000000 -48.767998
plane 0.000000 0.000000 1.000000 -15.443200
plane 0.000000 0.000000 -1.000000 18.694399
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 0.707107 -46.553650
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 17.068800
plane 1.000000 0.000000 -0.000000 -13.817600
plane 0.000000 0.000000 1.000000 -16.256001
plane 0.000000 0.000000 -1.000000 28.448000
plane 0.000000 -1.000000 -0.000000 -0.812800
plane 0.000000 1.000000 -0.000000 4.064000
plane 0.707107 0.000000 0.707107 -21.408932
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 17.068800
plane 1.000000 0.000000 -0.000000 -13.817600
plane 0.000000 0.000000 1.000000 -16.256001
plane 0.000000 0.000000 -1.000000 28.448000
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 0.812800
plane 0.707107 0.000000 0.707107 -21.408932
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 13.817600
plane 1.000000 0.000000 -0.000000 -13.004800
plane 0.000000 0.000000 1.000000 -28.448000
plane 0.000000 0.000000 -1.000000 34.543999
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.032000
plane 0.707107 0.000000 0.707107 -29.455242
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 13.817600
plane 1.000000 0.000000 -0.000000 -13.004800
plane 0.000000 0.000000 1.000000 -28.448000
plane 0.000000 0.000000 -1.000000 34.543999
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane 0.707107 0.000000 0.707107 -29.455242
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -13.004800
plane 1.000000 0.000000 -0.000000 16.256001
plane 0.000000 0.000000 1.000000 -27.635201
plane 0.000000 0.000000 -1.000000 35.763199
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane 0.747409 0.000000 0.664364 -8.639919
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 5.689600
plane 1.000000 0.000000 -0.000000 1.625600
plane 0.000000 0.000000 1.000000 -58.521599
plane 0.000000 0.000000 -1.000000 65.024002
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 1.625600
plane 0.707107 0.000000 0.707107 -41.955757
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 -22.758400
plane 1.000000 0.000000 -0.000000 24.383999
plane 0.000000 0.000000 1.000000 -2.438400
plane 0.000000 0.000000 -1.000000 19.507200
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 3.251200
plane 0.707107 -0.000000 -0.707107 30.173660
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -9.753600
plane 1.000000 0.000000 -0.000000 13.004800
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 13.004800
plane 0.000000 -1.000000 -0.000000 -5.486400
plane 0.000000 1.000000 -0.000000 6.502400
plane -0.707107 -0.000000 0.707107 -12.644201
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -9.753600
plane 1.000000 0.000000 -0.000000 13.004800
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 12.191999
plane 0.000000 -1.000000 -0.000000 -2.641600
plane 0.000000 1.000000 -0.000000 5.486400
plane -0.707107 -0.000000 0.707107 -12.644201
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -9.753600
plane 1.000000 0.000000 -0.000000 13.004800
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 12.191999
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.641600
plane -0.707107 -0.000000 0.707107 -12.644201
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -13.004800
plane 1.000000 0.000000 -0.000000 16.256001
plane 0.000000 0.000000 1.000000 -27.635201
plane 0.000000 0.000000 -1.000000 35.763199
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 5.689600
plane 0.747409 0.000000 0.664364 -8.639919
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -22.758400
plane 1.000000 0.000000 -0.000000 24.383999
plane 0.000000 0.000000 1.000000 -2.438400
plane 0.000000 0.000000 -1.000000 19.507200
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 5.689600
plane 0.707107 -0.000000 -0.707107 30.173660
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 5.689600
plane 1.000000 0.000000 -0.000000 1.625600
plane 0.000000 0.000000 1.000000 -58.521599
plane 0.000000 0.000000 -1.000000 65.024002
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane 0.707107 0.000000 0.707107 -41.955757
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 0.000000
plane 1.000000 0.000000 -0.000000 2.438400
plane 0.000000 0.000000 1.000000 -47.142399
plane 0.000000 0.000000 -1.000000 52.019199
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 1.625600
plane -0.554700 0.000000 -0.832050 41.930012
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 0.000000
plane 1.000000 0.000000 -0.000000 2.438400
plane 0.000000 0.000000 1.000000 -47.142399
plane 0.000000 0.000000 -1.000000 52.019199
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane -0.554700 0.000000 -0.832050 41.930012
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -6.502400
plane 0.000000 0.000000 1.000000 -58.521599
plane 0.000000 0.000000 -1.000000 60.959999
plane 0.000000 -1.000000 -0.000000 0.406400
plane 0.000000 1.000000 -0.000000 4.876800
plane -0.707107 -0.000000 0.707107 -36.783131
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -6.502400
plane 0.000000 0.000000 1.000000 -58.521599
plane 0.000000 0.000000 -1.000000 60.959999
plane 0.000000 -1.000000 -0.000000 3.657600
plane 0.000000 1.000000 -0.000000 -0.406400
plane -0.707107 -0.000000 0.707107 -36.783131
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -6.502400
plane 0.000000 0.000000 1.000000 -60.959999
plane 0.000000 0.000000 -1.000000 63.398399
plane 0.000000 -1.000000 -0.000000 0.406400
plane 0.000000 1.000000 -0.000000 4.876800
plane -0.707107 0.000000 -0.707107 49.427334
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -6.502400
plane 0.000000 0.000000 1.000000 -60.959999
plane 0.000000 0.000000 -1.000000 63.398399
plane 0.000000 -1.000000 -0.000000 3.657600
plane 0.000000 1.000000 -0.000000 -0.406400
plane -0.707107 0.000000 -0.707107 49.427334
